Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
Male,Yes,0,Not Graduate,Yes,19437,13844,218,180,1,Semiurban,Y
Female,Yes,3,Graduate,No,2110,362,348,180,0,Urban,N
Male,Yes,2,Graduate,Yes,23187,5766,429,120,0,Rural,N
Male,No,0,Graduate,No,9940,12399,351,120,1,Urban,Y
Female,Yes,2,Not Graduate,No,10208,2614,300,240,1,Urban,N
Male,No,1,Not Graduate,No,8813,10256,287,180,0,Semiurban,N
Male,Yes,0,Not Graduate,Yes,5251,12820,191,360,1,Rural,Y
Female,No,3,Not Graduate,No,11225,14459,176,360,0,Rural,Y
Female,No,3,Graduate,No,21557,2450,66,180,1,Urban,Y
Male,No,1,Graduate,No,6713,2643,385,300,0,Rural,N
Female,Yes,3,Graduate,No,24884,3412,61,84,1,Semiurban,Y
Male,Yes,0,Not Graduate,Yes,16630,436,381,180,1,Urban,N
Male,No,1,Graduate,Yes,8579,13865,184,360,1,Rural,Y
Male,No,1,Graduate,Yes,16382,11192,76,180,0,Urban,Y
Female,Yes,1,Not Graduate,Yes,22928,809,65,300,0,Semiurban,N
Female,Yes,3,Not Graduate,No,10705,7302,105,300,1,Rural,Y
Male,No,2,Graduate,No,15166,5712,87,360,1,Semiurban,Y
Female,Yes,2,Graduate,Yes,18674,6271,157,240,0,Rural,Y
Male,Yes,2,Not Graduate,Yes,12166,7810,70,300,0,Semiurban,N
Male,Yes,0,Graduate,No,20959,5023,124,180,0,Rural,Y
Female,No,3,Graduate,No,15825,11567,314,180,0,Rural,N
Female,Yes,1,Graduate,Yes,9933,12284,51,180,1,Rural,Y
Female,No,0,Graduate,Yes,14032,5298,119,300,0,Rural,N
Male,Yes,0,Not Graduate,No,7492,1191,291,180,0,Rural,N
Female,No,0,Graduate,Yes,12954,11079,407,240,1,Urban,Y
Female,Yes,1,Not Graduate,No,19523,14701,403,180,1,Semiurban,Y
Male,Yes,3,Graduate,No,3271,2540,222,300,0,Urban,N
Female,No,0,Graduate,No,9683,1342,271,180,1,Semiurban,N
Female,No,0,Not Graduate,No,3699,4469,125,180,1,Urban,N
Female,Yes,2,Graduate,No,7516,2304,459,360,0,Urban,N
Female,Yes,0,Graduate,Yes,6545,11443,110,120,1,Urban,Y
Female,No,0,Not Graduate,Yes,13492,12307,475,180,0,Rural,N
Male,Yes,1,Graduate,Yes,24499,11404,325,120,0,Urban,Y
Female,No,2,Graduate,Yes,22648,6716,289,120,1,Urban,Y
Male,No,2,Not Graduate,Yes,8083,10179,96,120,1,Rural,Y
Male,No,0,Not Graduate,Yes,3838,2080,363,240,1,Urban,N
Male,No,0,Graduate,Yes,20522,11663,402,360,0,Semiurban,Y
Female,No,3,Not Graduate,Yes,21440,7446,468,360,0,Urban,N
Male,Yes,2,Not Graduate,No,24286,415,110,84,0,Semiurban,N
Male,No,0,Graduate,No,24903,12730,489,180,0,Urban,Y
Female,No,3,Not Graduate,No,5258,980,450,300,1,Semiurban,N
Male,Yes,2,Graduate,No,16356,3256,172,84,0,Semiurban,N
Female,Yes,2,Graduate,Yes,5928,6185,448,240,0,Rural,N
Male,Yes,1,Graduate,No,19361,285,136,240,1,Semiurban,Y
Male,Yes,3,Not Graduate,No,18517,4500,115,84,1,Urban,Y
Female,Yes,0,Graduate,Yes,10264,11225,208,180,0,Rural,N
Female,No,2,Graduate,Yes,18268,4283,166,84,1,Semiurban,Y
Male,Yes,0,Not Graduate,Yes,16731,14524,329,84,1,Rural,Y
Female,No,2,Not Graduate,No,3359,2549,360,240,1,Rural,N
Male,No,1,Graduate,Yes,1976,6019,418,360,0,Rural,N
Female,Yes,2,Not Graduate,Yes,14863,14764,78,240,0,Semiurban,Y
Male,No,1,Not Graduate,No,24759,3635,310,84,1,Semiurban,Y
Female,Yes,1,Not Graduate,Yes,11229,3620,433,240,0,Semiurban,N
Male,No,2,Graduate,Yes,23137,3348,111,120,0,Urban,Y
Female,Yes,1,Not Graduate,Yes,7070,7103,156,84,0,Urban,N
Male,No,2,Not Graduate,Yes,4272,13330,381,240,0,Rural,N
Female,Yes,3,Graduate,Yes,8780,268,141,300,1,Rural,N
Female,No,0,Not Graduate,No,21609,5533,95,240,1,Semiurban,Y
Male,Yes,1,Not Graduate,Yes,24352,7401,457,120,0,Urban,Y
Male,Yes,2,Not Graduate,Yes,23865,3258,387,180,0,Urban,N
Male,Yes,2,Graduate,Yes,8133,8072,192,180,0,Rural,N
Male,No,3,Not Graduate,No,5913,5807,90,120,0,Rural,N
Male,No,3,Not Graduate,No,4245,12979,375,360,0,Urban,N
Female,No,3,Graduate,Yes,16810,1406,168,240,0,Urban,N
Male,Yes,2,Not Graduate,Yes,2626,8557,350,240,0,Urban,N
Female,Yes,0,Graduate,Yes,2856,13578,171,180,1,Urban,Y
Female,No,2,Not Graduate,Yes,24190,11352,115,180,0,Urban,Y
Male,Yes,1,Graduate,No,3398,14633,331,300,0,Semiurban,N
Female,Yes,0,Graduate,No,19353,10011,495,300,1,Rural,Y
Female,No,3,Graduate,No,16380,7918,108,360,0,Semiurban,Y
Male,No,0,Graduate,Yes,14182,4970,131,120,1,Semiurban,Y
Female,Yes,3,Not Graduate,Yes,11728,6549,292,360,1,Semiurban,Y
Female,No,3,Not Graduate,Yes,10103,12353,393,240,0,Urban,N
Female,Yes,0,Not Graduate,No,8395,7791,342,300,0,Urban,N
Male,Yes,1,Graduate,Yes,11964,2642,155,240,1,Semiurban,Y
Male,No,2,Graduate,No,24254,4161,244,360,0,Semiurban,N
Female,Yes,3,Graduate,No,8592,11157,412,180,0,Semiurban,N
Female,Yes,0,Graduate,Yes,3525,8016,62,84,0,Semiurban,N
Female,No,2,Graduate,Yes,21901,6005,462,300,0,Urban,N
Female,Yes,3,Graduate,No,7334,5051,169,360,0,Semiurban,N
Female,Yes,2,Not Graduate,No,21214,14326,387,360,0,Urban,Y
Male,Yes,1,Graduate,Yes,4882,1446,193,120,1,Rural,N
Female,Yes,0,Not Graduate,Yes,12594,6108,300,180,0,Semiurban,N
Female,No,3,Graduate,No,13501,10248,459,360,0,Rural,N
Male,No,3,Graduate,Yes,14810,12633,97,300,1,Rural,Y
Male,Yes,2,Graduate,Yes,4572,12877,147,300,1,Urban,Y
Male,Yes,1,Not Graduate,Yes,21537,6392,180,84,0,Urban,Y
Female,Yes,3,Not Graduate,No,24965,1412,190,240,0,Semiurban,Y
Female,No,1,Graduate,No,1794,10757,215,180,1,Urban,N
Female,Yes,1,Not Graduate,Yes,13169,8839,114,360,0,Rural,N
Female,No,3,Graduate,No,18085,13990,174,300,1,Semiurban,Y
Male,No,3,Graduate,Yes,22346,5753,283,300,1,Semiurban,Y
Male,Yes,1,Graduate,No,19613,11607,286,240,1,Semiurban,Y
Male,Yes,2,Not Graduate,No,20263,3917,254,300,0,Semiurban,N
Male,Yes,3,Not Graduate,Yes,19833,6445,341,120,1,Rural,Y
Male,No,0,Graduate,Yes,10873,4757,490,360,0,Rural,N
Female,Yes,1,Graduate,No,18492,9240,348,240,1,Semiurban,Y
Male,Yes,0,Not Graduate,No,18248,11431,212,180,1,Urban,Y
Male,Yes,1,Not Graduate,Yes,10184,14245,476,300,1,Urban,Y
Male,Yes,1,Not Graduate,Yes,10168,8427,101,300,0,Urban,N
Female,Yes,2,Graduate,Yes,22068,13333,180,120,1,Urban,Y
Female,No,2,Graduate,Yes,12755,13128,430,240,0,Urban,N
Female,Yes,1,Graduate,Yes,11228,6782,413,360,0,Semiurban,N
Female,Yes,0,Not Graduate,No,22307,13780,232,84,0,Urban,Y
Female,No,3,Graduate,Yes,6124,11254,421,180,0,Semiurban,N
Female,No,3,Not Graduate,Yes,5258,11847,58,300,1,Urban,Y
Male,Yes,0,Graduate,No,16817,510,80,120,0,Urban,N
Female,Yes,3,Graduate,Yes,22409,11125,272,240,0,Urban,Y
Male,No,0,Not Graduate,Yes,13378,3166,315,300,1,Semiurban,N
Female,Yes,2,Not Graduate,No,9624,2228,251,240,0,Semiurban,N
Female,Yes,3,Graduate,Yes,12377,12082,162,300,1,Urban,Y
Female,No,0,Not Graduate,Yes,4118,3011,296,120,0,Rural,N
Male,Yes,0,Graduate,No,5867,10235,330,84,1,Rural,N
Female,Yes,0,Graduate,Yes,16275,8469,149,300,0,Urban,Y
Male,Yes,3,Graduate,Yes,3960,2277,425,84,1,Rural,N
Female,No,2,Graduate,Yes,18226,13740,271,240,0,Rural,Y
Male,No,1,Not Graduate,No,3057,10028,443,120,0,Rural,N
Female,No,0,Not Graduate,Yes,11712,3842,160,360,1,Semiurban,Y
Female,Yes,0,Not Graduate,No,1533,3137,342,84,0,Rural,N
Female,Yes,0,Not Graduate,No,15536,8187,214,180,1,Semiurban,Y
Female,Yes,2,Not Graduate,Yes,20917,3682,371,240,0,Semiurban,N
Female,Yes,2,Graduate,No,17133,1165,199,84,1,Semiurban,Y
Female,Yes,2,Graduate,No,5705,2674,234,120,0,Urban,N
Male,No,3,Graduate,No,23680,6552,245,240,1,Rural,Y
Male,No,0,Graduate,Yes,3839,5129,53,240,1,Semiurban,N
Male,Yes,0,Graduate,Yes,12451,4182,353,360,1,Rural,N
Female,No,2,Graduate,No,10732,8431,393,120,0,Semiurban,N
Male,Yes,1,Not Graduate,Yes,8556,12850,308,84,0,Semiurban,N
Female,Yes,3,Not Graduate,Yes,23229,5213,150,300,0,Rural,Y
Male,No,1,Not Graduate,Yes,11629,13806,301,360,1,Urban,Y
Female,No,3,Graduate,No,9372,345,378,84,1,Urban,N
Male,No,1,Graduate,Yes,4059,13973,471,120,0,Urban,N
Female,Yes,0,Graduate,No,5997,2522,313,240,0,Rural,N
Male,Yes,3,Not Graduate,No,6831,13712,285,84,1,Urban,Y
Male,No,1,Not Graduate,No,22933,4951,317,360,1,Urban,Y
Female,Yes,1,Not Graduate,Yes,4284,6465,82,180,0,Semiurban,N
Female,No,1,Not Graduate,Yes,8051,7317,224,84,1,Urban,N
Female,No,3,Graduate,No,2941,12406,187,180,0,Urban,N
Female,No,3,Not Graduate,No,21402,10435,407,240,0,Rural,Y
Female,Yes,3,Graduate,Yes,11418,7623,361,180,0,Rural,N
Female,No,0,Not Graduate,Yes,6367,7876,123,180,0,Semiurban,N
Female,Yes,3,Graduate,Yes,8643,10741,103,180,0,Rural,N
Male,Yes,3,Not Graduate,Yes,15716,11100,325,300,1,Semiurban,Y
Male,No,0,Not Graduate,No,1675,9796,299,360,1,Semiurban,N
Female,Yes,0,Not Graduate,No,8165,2109,488,300,0,Urban,N
Male,Yes,0,Graduate,Yes,6221,12128,201,120,0,Semiurban,N
Male,Yes,2,Graduate,No,16708,6771,234,300,1,Urban,Y
Female,Yes,3,Graduate,Yes,5652,1572,84,300,1,Rural,N
Male,No,0,Graduate,Yes,6011,1242,64,180,0,Semiurban,N
Male,No,1,Not Graduate,No,13266,9036,435,360,1,Semiurban,Y
Male,No,3,Graduate,Yes,17239,6145,80,240,1,Semiurban,Y
Male,Yes,2,Not Graduate,Yes,6479,6464,404,300,1,Rural,N
Male,Yes,1,Not Graduate,No,15331,4007,101,84,1,Rural,Y
Female,No,0,Graduate,Yes,15852,178,227,300,0,Urban,N
Male,No,2,Not Graduate,Yes,16985,13711,388,120,1,Semiurban,Y
Male,No,2,Not Graduate,Yes,18389,12912,285,84,0,Urban,Y
Female,Yes,0,Graduate,Yes,17846,365,419,120,0,Semiurban,N
Male,No,1,Not Graduate,No,2971,7282,81,180,1,Rural,N
Female,Yes,1,Graduate,No,15188,4597,270,120,0,Semiurban,N
Male,No,3,Graduate,Yes,22785,2826,231,240,0,Urban,N
Male,Yes,0,Not Graduate,Yes,7527,4736,159,120,0,Rural,N
Female,Yes,3,Graduate,Yes,17288,8621,299,240,0,Rural,N
Female,No,0,Graduate,Yes,11843,8080,199,360,0,Semiurban,N
Male,Yes,1,Graduate,No,24709,10909,393,84,0,Semiurban,Y
Female,Yes,1,Graduate,Yes,7538,9839,249,84,1,Semiurban,Y
Female,Yes,0,Not Graduate,No,5779,9634,154,240,0,Urban,N
Female,No,1,Not Graduate,Yes,20009,321,337,84,0,Semiurban,N
Male,No,2,Not Graduate,Yes,2934,13488,235,120,0,Rural,N
Male,No,3,Graduate,No,7273,3935,88,180,1,Rural,N
Male,Yes,2,Not Graduate,No,12753,1659,82,240,1,Urban,Y
Female,No,1,Not Graduate,Yes,13838,345,432,360,0,Rural,N
Female,No,2,Not Graduate,No,8418,12505,269,300,1,Urban,Y
Male,No,2,Graduate,Yes,20663,6942,127,180,0,Semiurban,Y
Female,No,3,Graduate,Yes,21865,12327,443,120,1,Rural,Y
Female,No,2,Graduate,Yes,8855,3948,99,300,0,Urban,N
Male,Yes,0,Graduate,Yes,12365,13994,136,180,0,Rural,Y
Male,Yes,2,Graduate,Yes,21745,13281,449,120,1,Rural,Y
Female,No,2,Graduate,Yes,5238,14038,86,360,1,Semiurban,Y
Male,No,0,Not Graduate,Yes,13032,833,362,360,1,Urban,N
Female,Yes,1,Graduate,No,6859,9438,420,300,0,Urban,N
Male,Yes,3,Not Graduate,No,15534,14330,279,84,1,Semiurban,Y
Male,No,0,Not Graduate,No,9382,10023,387,84,1,Semiurban,Y
Female,Yes,3,Not Graduate,No,9983,1992,380,84,0,Rural,N
Female,No,3,Not Graduate,No,24259,10676,152,240,1,Rural,Y
Male,Yes,2,Not Graduate,Yes,7327,4198,167,360,1,Rural,Y
Male,Yes,2,Not Graduate,Yes,18984,9847,284,300,0,Rural,Y
Male,Yes,2,Not Graduate,Yes,4845,3990,65,300,0,Urban,N
Female,Yes,0,Graduate,Yes,16366,12235,188,120,1,Semiurban,Y
Male,No,3,Not Graduate,Yes,19631,1334,471,360,1,Rural,Y
Female,Yes,0,Not Graduate,Yes,11894,6782,384,360,1,Urban,Y
Female,No,0,Graduate,Yes,11720,13286,276,240,1,Semiurban,Y
Female,No,2,Not Graduate,Yes,11361,12399,439,120,1,Rural,Y
Male,No,3,Graduate,Yes,5081,7004,172,300,0,Semiurban,N
Male,Yes,2,Not Graduate,Yes,11095,8300,337,84,1,Urban,Y
Male,No,3,Graduate,No,16401,451,216,180,0,Semiurban,N
Female,No,1,Not Graduate,No,13179,3794,474,120,1,Rural,N
Female,No,3,Not Graduate,No,3880,3544,133,120,1,Rural,N
Male,No,2,Not Graduate,No,5813,6760,485,240,0,Urban,N
Male,Yes,2,Not Graduate,Yes,24613,13512,234,300,0,Urban,Y
Female,Yes,2,Not Graduate,Yes,13094,5170,154,360,0,Rural,N
Female,Yes,3,Not Graduate,Yes,21759,1157,404,84,0,Rural,N
Female,Yes,2,Graduate,No,12459,8636,398,120,0,Urban,N
Female,No,1,Graduate,No,8831,7026,428,180,1,Urban,N
Female,Yes,1,Graduate,No,17191,12009,367,120,0,Semiurban,Y
Female,Yes,3,Not Graduate,Yes,15515,1047,396,300,0,Rural,N
Female,No,1,Graduate,No,10991,9729,428,240,0,Urban,N
Male,No,3,Not Graduate,Yes,11759,9169,437,360,0,Urban,N
Female,No,3,Not Graduate,No,12628,14404,145,240,1,Urban,Y
Male,Yes,3,Not Graduate,No,6391,7163,408,240,0,Rural,N
Female,Yes,1,Graduate,Yes,20440,5771,72,240,0,Urban,Y
Male,Yes,2,Graduate,No,8448,1647,338,360,0,Urban,N
Female,No,0,Not Graduate,No,8382,13126,360,360,0,Rural,N
Male,No,2,Not Graduate,No,1657,14734,485,240,1,Urban,Y
Male,No,0,Not Graduate,Yes,21408,6281,271,180,0,Semiurban,N
Male,Yes,2,Not Graduate,No,22592,11873,483,120,0,Urban,Y
Female,Yes,1,Not Graduate,Yes,5188,10154,171,180,1,Semiurban,Y
Male,No,1,Graduate,Yes,4603,14550,277,120,0,Urban,N
Male,Yes,1,Graduate,No,1864,5462,326,360,1,Rural,N
Female,No,0,Graduate,No,21037,8909,416,300,0,Semiurban,Y
Female,No,2,Not Graduate,Yes,5599,12095,416,360,0,Urban,N
Male,No,2,Graduate,No,21393,7969,55,300,1,Rural,Y
Female,No,3,Not Graduate,Yes,4870,1421,496,360,1,Semiurban,N
Female,Yes,2,Not Graduate,Yes,8266,4810,110,180,1,Semiurban,Y
Female,Yes,3,Not Graduate,No,6152,10960,67,300,1,Urban,Y
Male,No,2,Graduate,Yes,15325,12789,93,180,0,Rural,Y
Female,No,1,Not Graduate,No,21860,3398,367,360,1,Semiurban,Y
Female,Yes,1,Graduate,Yes,2393,6281,103,120,0,Rural,N
Male,No,3,Not Graduate,No,4258,12255,231,360,0,Rural,N
Male,Yes,0,Graduate,No,12806,1935,439,300,1,Rural,N
Male,Yes,3,Graduate,Yes,3059,6272,135,180,1,Rural,N
Male,Yes,1,Not Graduate,Yes,3266,3225,162,240,0,Semiurban,N
Female,Yes,2,Not Graduate,No,10765,13711,76,84,1,Rural,Y
Male,No,0,Graduate,Yes,12772,12260,461,84,0,Semiurban,N
Male,No,1,Graduate,Yes,6718,10270,82,120,0,Urban,N
Male,No,1,Graduate,No,23890,12515,284,240,0,Semiurban,Y
Male,Yes,1,Graduate,No,23571,3305,170,360,1,Urban,Y
Male,Yes,1,Not Graduate,No,9259,6874,162,180,1,Semiurban,Y
Female,No,1,Not Graduate,Yes,3930,12683,479,240,1,Rural,Y
Female,No,0,Not Graduate,Yes,16482,11606,246,180,0,Urban,N
Female,Yes,3,Graduate,Yes,1859,6862,345,84,1,Semiurban,N
Male,Yes,1,Not Graduate,Yes,17693,9693,186,360,1,Semiurban,Y
Female,No,1,Graduate,No,24754,7750,111,360,0,Rural,Y
Male,Yes,3,Graduate,No,3795,395,86,120,1,Semiurban,N
Female,Yes,1,Graduate,No,22622,9438,310,240,0,Semiurban,Y
Female,No,0,Not Graduate,Yes,18533,11852,178,120,1,Semiurban,Y
Female,Yes,3,Graduate,Yes,4008,8929,234,180,0,Urban,N
Male,Yes,2,Graduate,Yes,23488,14517,421,120,0,Urban,Y
Female,Yes,0,Not Graduate,Yes,13712,7360,434,240,1,Semiurban,Y
Female,No,0,Not Graduate,Yes,11389,11109,363,120,1,Urban,Y
Male,No,1,Not Graduate,No,21879,338,142,240,1,Semiurban,Y
Female,Yes,0,Graduate,Yes,16741,10392,299,360,0,Urban,N
Female,Yes,2,Graduate,No,1519,3301,114,240,0,Semiurban,N
Male,Yes,2,Not Graduate,Yes,9123,1705,275,120,0,Rural,N
Male,No,0,Graduate,Yes,15450,1581,290,360,0,Semiurban,N
Male,Yes,3,Not Graduate,No,21307,12981,302,300,0,Semiurban,Y
Female,No,0,Not Graduate,No,16168,7934,464,360,1,Urban,Y
Male,No,1,Graduate,No,5383,1990,322,360,1,Urban,N
Male,Yes,2,Graduate,Yes,8654,11571,231,360,0,Rural,N
Male,Yes,2,Graduate,No,9987,8331,255,180,1,Urban,Y
Male,Yes,3,Graduate,No,9370,11654,219,84,1,Semiurban,Y
Female,No,2,Not Graduate,No,14078,10696,403,240,1,Urban,Y
Female,No,3,Graduate,Yes,19876,10970,157,360,0,Semiurban,Y
Female,No,1,Graduate,No,18656,1720,176,300,1,Semiurban,Y
Female,Yes,0,Graduate,Yes,2725,10294,330,300,1,Rural,N
Female,No,1,Graduate,No,6282,13294,300,300,0,Semiurban,N
Female,No,2,Not Graduate,No,18492,9064,280,240,1,Urban,Y
Male,No,0,Graduate,Yes,14791,7276,415,300,1,Urban,Y
Female,No,0,Graduate,Yes,24716,6304,432,240,1,Rural,Y
Female,No,2,Not Graduate,No,15632,2591,326,84,0,Semiurban,N
Male,No,1,Not Graduate,No,16137,252,495,360,1,Semiurban,N
Female,No,3,Graduate,Yes,14136,13465,434,84,0,Semiurban,N
Female,No,2,Not Graduate,Yes,19775,8827,383,300,1,Semiurban,Y
Female,No,0,Not Graduate,Yes,11206,187,284,84,1,Rural,N
Male,Yes,0,Graduate,No,7909,6868,65,84,0,Urban,N
Female,Yes,3,Not Graduate,Yes,7700,2444,221,240,0,Semiurban,N
Male,Yes,1,Not Graduate,No,24027,331,205,84,0,Urban,N
Female,Yes,3,Graduate,No,11065,8102,309,300,1,Rural,Y
Male,Yes,3,Not Graduate,No,3490,4826,236,360,0,Urban,N
Male,No,3,Not Graduate,Yes,12348,9427,259,120,0,Rural,N
Male,Yes,1,Not Graduate,Yes,18713,3795,176,360,0,Semiurban,N
Male,Yes,1,Graduate,Yes,19321,672,109,240,0,Urban,N
Male,Yes,1,Graduate,No,21646,2425,485,180,1,Urban,Y
Male,No,0,Not Graduate,No,13644,13272,441,84,1,Semiurban,Y
Male,Yes,2,Not Graduate,Yes,7299,13200,337,84,0,Urban,N
Female,Yes,3,Graduate,Yes,15417,9950,152,240,1,Urban,Y
Male,Yes,2,Not Graduate,Yes,23399,13924,134,84,1,Rural,Y
Female,Yes,2,Not Graduate,No,24673,6425,220,240,1,Urban,Y
Female,No,2,Not Graduate,No,10533,1962,131,120,0,Urban,N
Female,No,2,Not Graduate,Yes,23123,14537,249,240,1,Urban,Y
Female,No,0,Not Graduate,Yes,19437,4269,364,240,0,Urban,N
Female,Yes,0,Not Graduate,Yes,8687,4874,318,300,0,Urban,N
Female,Yes,2,Not Graduate,Yes,10790,7289,144,240,1,Semiurban,Y
Male,Yes,0,Not Graduate,No,2505,4383,73,300,0,Urban,N
Female,Yes,2,Not Graduate,Yes,1613,14943,304,360,0,Semiurban,N
Male,Yes,1,Not Graduate,Yes,7499,8646,233,240,0,Rural,N
Male,Yes,0,Graduate,Yes,11178,2800,238,84,0,Urban,N
Female,Yes,3,Not Graduate,No,9060,12875,98,240,0,Urban,Y
Female,Yes,2,Not Graduate,No,12831,4207,154,300,0,Semiurban,N
Male,Yes,2,Not Graduate,No,19642,9558,119,180,1,Semiurban,Y
Male,No,3,Not Graduate,No,8271,2699,165,240,1,Rural,N
Male,Yes,3,Not Graduate,Yes,22778,8178,161,240,0,Urban,Y
Male,No,2,Graduate,No,19895,14245,480,180,1,Rural,Y
Female,No,1,Not Graduate,No,23965,8180,378,240,1,Semiurban,Y
Female,No,3,Graduate,Yes,13805,8936,163,300,1,Urban,Y
Male,No,1,Not Graduate,Yes,12297,14065,477,120,1,Semiurban,Y
Male,Yes,2,Graduate,No,20910,14881,400,360,1,Semiurban,Y
Female,No,1,Not Graduate,Yes,3704,8810,60,300,0,Urban,N
Female,Yes,2,Not Graduate,No,12537,6213,116,84,0,Rural,N
Female,Yes,0,Graduate,No,18228,1309,264,180,1,Semiurban,Y
Male,Yes,2,Graduate,No,2430,12368,445,84,0,Rural,N
Male,Yes,3,Not Graduate,No,18978,7855,337,180,0,Rural,N
Male,Yes,2,Not Graduate,No,24184,10729,392,120,1,Semiurban,Y
Female,Yes,0,Graduate,Yes,6431,13752,355,120,1,Urban,Y
Male,Yes,1,Graduate,No,11928,10465,168,84,1,Urban,Y
Female,Yes,1,Graduate,Yes,3950,562,448,360,1,Semiurban,N
Female,Yes,3,Not Graduate,Yes,14212,13585,496,240,1,Rural,Y
Male,No,3,Graduate,No,13179,10010,255,300,0,Urban,N
Female,No,1,Not Graduate,Yes,17958,8814,254,84,1,Urban,Y
Female,Yes,3,Graduate,Yes,3810,13518,185,360,1,Rural,Y
Female,Yes,2,Graduate,Yes,3808,6269,418,360,0,Semiurban,N
Male,Yes,0,Graduate,No,13748,8522,467,300,1,Urban,Y
Male,Yes,0,Graduate,No,7319,7155,132,120,0,Urban,N
Male,No,1,Not Graduate,Yes,7257,13621,174,240,1,Rural,Y
Male,Yes,2,Graduate,Yes,13018,14312,124,240,0,Rural,Y
Male,Yes,2,Not Graduate,Yes,6602,5545,498,120,0,Urban,N
Female,Yes,0,Not Graduate,No,18726,11950,146,84,0,Semiurban,Y
Male,No,2,Not Graduate,No,23302,14362,212,240,0,Semiurban,Y
Female,No,1,Not Graduate,No,8902,2694,352,84,0,Semiurban,N
Female,No,3,Graduate,Yes,24083,5614,418,360,1,Semiurban,Y
Male,No,2,Graduate,Yes,1691,3790,234,240,0,Urban,N
Female,Yes,3,Not Graduate,Yes,9129,6665,345,84,1,Rural,N
Male,Yes,2,Graduate,Yes,10776,8518,52,360,0,Semiurban,N
Male,No,3,Not Graduate,No,7014,12103,136,120,0,Semiurban,N
Male,Yes,0,Graduate,No,21243,11690,323,360,1,Rural,Y
Male,Yes,3,Not Graduate,Yes,18373,7129,243,240,0,Semiurban,N
Male,Yes,2,Not Graduate,No,22415,6835,458,84,0,Rural,N
Male,Yes,3,Graduate,Yes,1771,11260,232,84,1,Rural,N
Female,No,2,Graduate,No,6388,8801,379,180,1,Urban,N
Female,No,2,Graduate,No,11968,157,128,300,1,Rural,N
Male,No,0,Graduate,No,24957,12226,91,180,0,Urban,Y
Male,No,1,Graduate,Yes,8117,7867,58,300,0,Semiurban,N
Male,Yes,1,Graduate,No,19678,10,54,180,0,Semiurban,N
Male,Yes,3,Graduate,No,22479,14184,483,120,0,Rural,Y
Male,No,1,Not Graduate,Yes,12994,2368,365,240,1,Urban,N
Female,Yes,3,Not Graduate,No,2420,7567,280,84,1,Rural,N
Male,No,3,Not Graduate,Yes,24708,5262,345,120,1,Urban,Y
Female,Yes,1,Not Graduate,No,21790,14370,440,360,0,Semiurban,Y
Male,No,2,Graduate,No,8369,10302,195,180,1,Rural,Y
Male,Yes,2,Not Graduate,Yes,23896,8031,134,300,1,Urban,Y
Female,No,1,Not Graduate,Yes,19433,4578,357,180,0,Semiurban,N
Male,No,1,Not Graduate,Yes,9142,7464,467,84,1,Semiurban,N
Female,Yes,1,Not Graduate,No,18848,12112,302,84,0,Urban,Y
Female,Yes,0,Not Graduate,Yes,5916,3620,303,360,1,Urban,N
Female,Yes,0,Not Graduate,No,21313,9423,155,120,1,Urban,Y
Female,Yes,3,Graduate,Yes,3694,10897,98,240,0,Rural,N
Male,No,0,Graduate,Yes,20977,11888,50,84,0,Rural,Y
Male,No,3,Not Graduate,Yes,15782,7024,468,360,1,Urban,Y
Male,No,1,Graduate,No,1900,1565,65,300,1,Rural,N
Male,Yes,2,Graduate,Yes,22121,14027,410,180,1,Urban,Y
Female,Yes,3,Not Graduate,Yes,24000,1570,436,120,1,Urban,Y
Female,Yes,2,Graduate,No,23132,7835,404,180,0,Semiurban,Y
Female,Yes,0,Graduate,Yes,15070,10853,135,120,0,Urban,Y
Female,No,3,Graduate,Yes,14935,5340,279,240,1,Rural,Y
Female,No,2,Not Graduate,Yes,15610,4193,401,240,1,Urban,Y
Female,Yes,1,Graduate,No,20889,6876,98,180,1,Semiurban,Y
Male,Yes,1,Graduate,No,11849,10354,291,300,1,Urban,Y
Female,No,3,Graduate,No,18332,10310,90,84,0,Rural,Y
Female,Yes,1,Not Graduate,Yes,18316,1939,416,84,1,Semiurban,Y
Female,No,1,Not Graduate,Yes,3926,11601,190,180,0,Semiurban,N
Female,No,0,Not Graduate,Yes,2290,14343,141,84,1,Rural,Y
Female,No,3,Not Graduate,Yes,16825,11475,152,180,1,Urban,Y
Female,Yes,0,Not Graduate,Yes,23798,1063,272,120,0,Rural,N
Female,Yes,3,Not Graduate,No,6493,12210,428,84,0,Urban,N
Female,Yes,1,Not Graduate,Yes,9994,1309,190,360,1,Semiurban,N
Male,Yes,0,Graduate,No,15048,1809,316,300,0,Rural,N
Male,Yes,3,Not Graduate,Yes,3566,9321,464,120,0,Rural,N
Female,Yes,1,Not Graduate,No,13244,4350,272,360,0,Urban,N
Male,Yes,2,Graduate,Yes,18852,11724,250,360,1,Semiurban,Y
Male,Yes,1,Not Graduate,Yes,8594,8502,326,120,0,Semiurban,N
Female,No,1,Graduate,Yes,12102,12192,368,84,1,Semiurban,Y
Male,No,3,Graduate,Yes,4150,7936,225,84,1,Semiurban,N
Male,Yes,2,Graduate,No,6737,7895,402,360,0,Rural,N
Female,Yes,2,Graduate,No,15529,9433,257,180,1,Rural,Y
